prompt_id,is_control,alpha,hedge_logodds,entropy,top1,direction
fam_0001_u,False,-3.0,2.368411064147949,4.065517425537109, Louis,hedging
fam_0001_u,False,-1.5,3.245260238647461,4.687599182128906, not,hedging
fam_0001_u,False,0.0,3.285883903503418,5.110207557678223, not,hedging
fam_0001_u,False,1.5,2.555877447128296,5.565893173217773, Anita,hedging
fam_0001_u,False,3.0,2.450165271759033,5.859180450439453, Jag,hedging
fam_0006_u,False,-3.0,4.052765846252441,4.265888690948486, not,hedging
fam_0006_u,False,-1.5,4.94270133972168,2.7282817363739014, not,hedging
fam_0006_u,False,0.0,5.332748889923096,2.677777051925659, not,hedging
fam_0006_u,False,1.5,4.483976364135742,5.1893768310546875, not,hedging
fam_0006_u,False,3.0,3.8183324337005615,5.857316970825195, Victoria,hedging
fam_0007_u,False,-3.0,1.2597739696502686,4.797244548797607, dependent,hedging
fam_0007_u,False,-1.5,2.0348751544952393,5.291533470153809, not,hedging
fam_0007_u,False,0.0,2.682568073272705,4.726724147796631, Jacqueline,hedging
fam_0007_u,False,1.5,2.4547300338745117,5.548182487487793, Jacqueline,hedging
fam_0007_u,False,3.0,2.4957900047302246,6.55409049987793, Nora,hedging
fam_0008_u,False,-3.0,2.195767879486084,3.2485570907592773, Frederick,hedging
fam_0008_u,False,-1.5,2.6863861083984375,2.8538265228271484, Frederick,hedging
fam_0008_u,False,0.0,3.1556921005249023,4.694089412689209, Isaac,hedging
fam_0008_u,False,1.5,2.744643211364746,6.332714080810547, Erica,hedging
fam_0008_u,False,3.0,2.748466968536377,6.962485313415527, Tara,hedging
fam_0011_u,False,-3.0,3.35671067237854,4.309060096740723, unclear,hedging
fam_0011_u,False,-1.5,3.425013542175293,3.977865695953369, unclear,hedging
fam_0011_u,False,0.0,3.630357265472412,4.3212504386901855, not,hedging
fam_0011_u,False,1.5,3.779733180999756,5.679522514343262, unavailable,hedging
fam_0011_u,False,3.0,3.811161994934082,6.222048282623291, Victoria,hedging
fam_0017_u,False,-3.0,3.4305951595306396,4.230287551879883, Louis,hedging
fam_0017_u,False,-1.5,3.93483304977417,4.2931294441223145, not,hedging
fam_0017_u,False,0.0,4.497706890106201,4.723176002502441, not,hedging
fam_0017_u,False,1.5,4.870400428771973,5.854527473449707, ,hedging
fam_0017_u,False,3.0,5.0514726638793945,6.506092071533203, ,hedging
fam_0020_u,False,-3.0,0.2874336242675781,4.695346355438232, dependent,hedging
fam_0020_u,False,-1.5,0.7712497711181641,4.99355411529541, various,hedging
fam_0020_u,False,0.0,1.451432228088379,4.899059295654297, not,hedging
fam_0020_u,False,1.5,1.1787590980529785,4.956402778625488, Sandra,hedging
fam_0020_u,False,3.0,0.974550724029541,6.420391082763672, Nora,hedging
fam_0022_u,False,-3.0,3.0446767807006836,3.173417091369629, Frederick,hedging
fam_0022_u,False,-1.5,3.2088661193847656,2.821042060852051, Frederick,hedging
fam_0022_u,False,0.0,3.376223564147949,2.986560344696045, not,hedging
fam_0022_u,False,1.5,3.4239683151245117,3.690364360809326, Kate,hedging
fam_0022_u,False,3.0,2.726576328277588,3.984602928161621, Victoria,hedging
fam_0023_u,False,-3.0,-0.09839105606079102,4.365222930908203, Franz,hedging
fam_0023_u,False,-1.5,-0.011945724487304688,3.831206798553467, Jean,hedging
fam_0023_u,False,0.0,0.5749859809875488,4.515068531036377, Jean,hedging
fam_0023_u,False,1.5,1.1763229370117188,5.451316833496094, Yas,hedging
fam_0023_u,False,3.0,1.8735041618347168,6.366948127746582, Yas,hedging
fam_0024_u,False,-3.0,-1.3067231178283691,3.214207172393799, Charles,hedging
fam_0024_u,False,-1.5,-0.7403287887573242,1.9034390449523926, Charles,hedging
fam_0024_u,False,0.0,1.6370806694030762,1.4601294994354248, C,hedging
fam_0024_u,False,1.5,4.060466766357422,2.5610005855560303, C,hedging
fam_0024_u,False,3.0,4.348709583282471,6.615419387817383, Victoria,hedging
fam_0026_u,False,-3.0,2.072317123413086,4.606022834777832, not,hedging
fam_0026_u,False,-1.5,2.9304866790771484,2.3128628730773926, N,hedging
fam_0026_u,False,0.0,3.5537030696868896,1.2437653541564941, N,hedging
fam_0026_u,False,1.5,3.291001796722412,1.4172778129577637, N,hedging
fam_0026_u,False,3.0,2.9111742973327637,2.8012280464172363, N,hedging
fam_0028_u,False,-3.0,-2.062730073928833,4.946565628051758, Glouce,hedging
fam_0028_u,False,-1.5,-2.1949996948242188,3.937547206878662, Glouce,hedging
fam_0028_u,False,0.0,-0.44364309310913086,3.671175956726074, Le,hedging
fam_0028_u,False,1.5,1.6365647315979004,5.390366077423096, T,hedging
fam_0028_u,False,3.0,2.4051756858825684,7.342373847961426, East,hedging
fam_0031_u,False,-3.0,0.18471968173980713,3.914773464202881, that,hedging
fam_0031_u,False,-1.5,0.5246275067329407,2.920422315597534, not,hedging
fam_0031_u,False,0.0,1.2948362827301025,3.105915069580078, not,hedging
fam_0031_u,False,1.5,2.036292552947998,3.8688175678253174, Nov,hedging
fam_0031_u,False,3.0,2.7277889251708984,4.305553436279297, Nov,hedging
fam_0035_u,False,-3.0,2.6475276947021484,3.5936050415039062, unclear,hedging
fam_0035_u,False,-1.5,2.9002249240875244,3.0345230102539062, not,hedging
fam_0035_u,False,0.0,3.28707218170166,3.2555789947509766, not,hedging
fam_0035_u,False,1.5,3.409301519393921,3.637920379638672, Bab,hedging
fam_0035_u,False,3.0,3.4441142082214355,4.312286376953125, Bab,hedging
fam_0039_u,False,-3.0,1.8200373649597168,3.9002509117126465, unclear,hedging
fam_0039_u,False,-1.5,1.6131515502929688,3.7004218101501465, unclear,hedging
fam_0039_u,False,0.0,1.2368967533111572,3.7073006629943848, Mexico,hedging
fam_0039_u,False,1.5,0.6257643699645996,3.846839189529419, Jes,hedging
fam_0039_u,False,3.0,0.5293750762939453,5.061247825622559, Jes,hedging
fam_0040_u,False,-3.0,0.529015302658081,4.023078918457031, not,hedging
fam_0040_u,False,-1.5,1.2289122343063354,2.5028607845306396, T,hedging
fam_0040_u,False,0.0,1.615391492843628,1.8412055969238281, T,hedging
fam_0040_u,False,1.5,1.4020271301269531,2.2958455085754395, T,hedging
fam_0040_u,False,3.0,1.4369301795959473,4.295411109924316, T,hedging
fam_0049_u,False,-3.0,2.3318066596984863,3.260043144226074, Ludwig,hedging
fam_0049_u,False,-1.5,2.9768693447113037,4.3075361251831055, Louis,hedging
fam_0049_u,False,0.0,3.6841237545013428,4.8749003410339355, not,hedging
fam_0049_u,False,1.5,3.97402024269104,5.451511383056641, I,hedging
fam_0049_u,False,3.0,4.122097015380859,6.343164443969727, I,hedging
fam_0050_u,False,-3.0,2.2143571376800537,3.722754955291748, Ludwig,hedging
fam_0050_u,False,-1.5,2.210390090942383,4.4950361251831055, Ludwig,hedging
fam_0050_u,False,0.0,2.458033561706543,4.4330525398254395, not,hedging
fam_0050_u,False,1.5,2.7531497478485107,5.086089134216309, not,hedging
fam_0050_u,False,3.0,2.9894824028015137,6.141690254211426, ,hedging
fam_0055_u,False,-3.0,-0.8678116798400879,2.1512653827667236, Franz,hedging
fam_0055_u,False,-1.5,-0.35523128509521484,3.374818801879883, Franz,hedging
fam_0055_u,False,0.0,1.3097350597381592,5.716684341430664, Wolfgang,hedging
fam_0055_u,False,1.5,2.683832883834839,5.765132904052734, Har,hedging
fam_0055_u,False,3.0,3.1372833251953125,6.891380310058594, Har,hedging
fam_0056_u,False,-3.0,1.8532488346099854,2.8389806747436523, dependent,hedging
fam_0056_u,False,-1.5,1.9688836336135864,3.924574375152588, dependent,hedging
fam_0056_u,False,0.0,2.313380718231201,4.346166610717773, not,hedging
fam_0056_u,False,1.5,1.8951668739318848,4.862306594848633, U,hedging
fam_0056_u,False,3.0,1.5057611465454102,6.045969009399414, U,hedging
fam_0057_u,False,-3.0,2.431213855743408,3.3789029121398926, Ludwig,hedging
fam_0057_u,False,-1.5,3.246100902557373,4.549049377441406, not,hedging
fam_0057_u,False,0.0,4.0760393142700195,4.802556991577148, not,hedging
fam_0057_u,False,1.5,4.707766532897949,5.504548072814941, not,hedging
fam_0057_u,False,3.0,4.985501766204834,6.317002296447754, I,hedging
fam_0059_u,False,-3.0,1.9305548667907715,1.9500586986541748, Franz,hedging
fam_0059_u,False,-1.5,2.7253921031951904,2.842836856842041, Franz,hedging
fam_0059_u,False,0.0,3.473601818084717,4.412199974060059, not,hedging
fam_0059_u,False,1.5,3.6898958683013916,5.0129618644714355, ,hedging
fam_0059_u,False,3.0,3.847053289413452,6.135152816772461, ,hedging
fam_0062_u,False,-3.0,2.329638719558716,3.763702630996704, Ludwig,hedging
fam_0062_u,False,-1.5,2.951738119125366,4.496973991394043, not,hedging
fam_0062_u,False,0.0,3.6142425537109375,4.488487720489502, not,hedging
fam_0062_u,False,1.5,3.7728652954101562,5.244047164916992, not,hedging
fam_0062_u,False,3.0,3.7583556175231934,6.201178073883057, I,hedging
fam_0067_u,False,-3.0,1.3556163311004639,2.8039791584014893, Louis,hedging
fam_0067_u,False,-1.5,1.8072394132614136,3.822295665740967, Louis,hedging
fam_0067_u,False,0.0,2.580805540084839,5.001555442810059, not,hedging
fam_0067_u,False,1.5,3.515413284301758,5.3551788330078125, I,hedging
fam_0067_u,False,3.0,4.013495922088623,5.892758369445801, Sid,hedging
fam_0070_u,False,-3.0,1.379037618637085,2.9859073162078857, unclear,hedging
fam_0070_u,False,-1.5,1.137042760848999,3.034801483154297, unclear,hedging
fam_0070_u,False,0.0,0.8758808374404907,3.659684181213379, Sen,hedging
fam_0070_u,False,1.5,0.7688863277435303,4.235974311828613, Sen,hedging
fam_0070_u,False,3.0,0.8769340515136719,4.474147796630859, South,hedging
fam_0071_u,False,-3.0,1.0566970109939575,3.8261358737945557, unclear,hedging
fam_0071_u,False,-1.5,1.062145471572876,3.537093162536621, not,hedging
fam_0071_u,False,0.0,1.124488353729248,3.7720789909362793, not,hedging
fam_0071_u,False,1.5,1.1781549453735352,3.7316932678222656, Chile,hedging
fam_0071_u,False,3.0,1.49090576171875,3.9749531745910645, Chile,hedging
fam_0075_u,False,-3.0,3.1670000553131104,4.650117874145508, not,hedging
fam_0075_u,False,-1.5,3.830014944076538,4.0499162673950195, not,hedging
fam_0075_u,False,0.0,4.392248630523682,4.413043022155762, not,hedging
fam_0075_u,False,1.5,4.4771223068237305,5.804144859313965, unavailable,hedging
fam_0075_u,False,3.0,4.445124626159668,6.410329818725586, Ariel,hedging
fam_0086_u,False,-3.0,3.264533281326294,4.504237651824951, not,hedging
fam_0086_u,False,-1.5,3.848504066467285,3.9853439331054688, not,hedging
fam_0086_u,False,0.0,4.537472248077393,4.224394798278809, not,hedging
fam_0086_u,False,1.5,4.7968597412109375,5.558149337768555, not,hedging
fam_0086_u,False,3.0,4.854615211486816,6.445475101470947, unavailable,hedging
fam_0087_u,False,-3.0,2.9457225799560547,3.2656002044677734, dependent,hedging
fam_0087_u,False,-1.5,2.9991824626922607,3.9460740089416504, dependent,hedging
fam_0087_u,False,0.0,3.1831090450286865,4.363640308380127, not,hedging
fam_0087_u,False,1.5,3.411478042602539,5.593839645385742, not,hedging
fam_0087_u,False,3.0,3.5289793014526367,6.384593486785889, unavailable,hedging
fam_0088_u,False,-3.0,2.8621253967285156,4.373884677886963, unclear,hedging
fam_0088_u,False,-1.5,3.2339389324188232,4.111866474151611, not,hedging
fam_0088_u,False,0.0,3.772183895111084,4.223965644836426, not,hedging
fam_0088_u,False,1.5,4.102245330810547,5.278311729431152, unavailable,hedging
fam_0088_u,False,3.0,4.297767639160156,6.3676300048828125, unavailable,hedging
fam_0091_u,False,-3.0,0.21567296981811523,4.209932327270508, dependent,hedging
fam_0091_u,False,-1.5,0.4513428211212158,3.9759418964385986, Joseph,hedging
fam_0091_u,False,0.0,0.5038764476776123,3.5572409629821777, Douglas,hedging
fam_0091_u,False,1.5,0.40882015228271484,4.194146633148193, Douglas,hedging
fam_0091_u,False,3.0,0.9829258918762207,5.94247579574585, Ar,hedging
fam_0092_u,False,-3.0,2.7830517292022705,4.765018463134766, not,hedging
