category,prompt_id,split,is_control,entropy,top1_prob,top1_token
familiarity,fam_0000_u,working,False,1.8860071897506714,0.6849179863929749, Isaac
familiarity,fam_0001_u,held_out,False,4.515069007873535,0.25872063636779785, Jean
familiarity,fam_0002_u,working,False,2.565347194671631,0.4097246527671814, unclear
familiarity,fam_0003_u,working,False,4.321250915527344,0.2842763364315033, not
familiarity,fam_0004_u,working,False,4.626276016235352,0.17972877621650696, not
familiarity,fam_0005_u,working,False,4.267050743103027,0.3693706691265106, not
familiarity,fam_0006_u,held_out,False,5.110208511352539,0.19203703105449677, not
familiarity,fam_0007_u,held_out,False,3.437103748321533,0.37530213594436646, not
familiarity,fam_0008_u,held_out,False,2.9233808517456055,0.37537944316864014, not
familiarity,fam_0009_u,working,False,5.093111515045166,0.13622929155826569, David
familiarity,fam_0010_u,working,False,1.4601296186447144,0.7421256303787231, C
familiarity,fam_0011_u,held_out,False,4.610578536987305,0.20065376162528992, not
familiarity,fam_0012_u,working,False,4.91220235824585,0.2287895381450653, not
familiarity,fam_0013_u,working,False,4.726724147796631,0.19999587535858154, Jacqueline
familiarity,fam_0014_u,working,False,4.262140274047852,0.24994148313999176, unknown
familiarity,fam_0015_u,working,False,3.514418125152588,0.3367936313152313, not
familiarity,fam_0016_u,working,False,4.980509281158447,0.14919450879096985, Ra
familiarity,fam_0017_u,held_out,False,3.7850494384765625,0.33451607823371887, not
familiarity,fam_0018_u,working,False,5.0401201248168945,0.14728054404258728, not
familiarity,fam_0019_u,working,False,4.879533767700195,0.1930493861436844, not
familiarity,fam_0020_u,held_out,False,4.292944431304932,0.30926764011383057, not
familiarity,fam_0021_u,working,False,5.479306697845459,0.08228945732116699, not
familiarity,fam_0022_u,held_out,False,3.96193528175354,0.36481478810310364, not
familiarity,fam_0023_u,held_out,False,2.9865598678588867,0.24616117775440216, not
familiarity,fam_0024_u,held_out,False,1.9366896152496338,0.7076948285102844, Sh
familiarity,fam_0025_u,working,False,3.770348072052002,0.3129388689994812, not
familiarity,fam_0026_u,held_out,False,3.623626232147217,0.3348439931869507, not
familiarity,fam_0027_u,working,False,3.5150704383850098,0.4242749512195587, not
familiarity,fam_0028_u,held_out,False,3.9774487018585205,0.23690104484558105, not
familiarity,fam_0029_u,working,False,3.6835360527038574,0.25113409757614136, Bram
familiarity,fam_0030_u,working,False,4.567698955535889,0.26648345589637756, not
familiarity,fam_0031_u,held_out,False,2.8954973220825195,0.46853089332580566, not
familiarity,fam_0032_u,working,False,3.105915069580078,0.38034164905548096, not
familiarity,fam_0033_u,working,False,4.679563522338867,0.13812430202960968, not
familiarity,fam_0034_u,working,False,3.2555787563323975,0.3347437381744385, not
familiarity,fam_0035_u,held_out,False,3.635422945022583,0.20352470874786377, not
familiarity,fam_0036_u,working,False,2.868041515350342,0.3120109736919403, Hu
familiarity,fam_0037_u,working,False,3.405454158782959,0.195176899433136, Sal
familiarity,fam_0038_u,working,False,3.2610371112823486,0.34421128034591675, Taylor
familiarity,fam_0039_u,held_out,False,2.901780605316162,0.27598708868026733, that
familiarity,fam_0040_u,held_out,False,3.671175718307495,0.270864874124527, Le
familiarity,fam_0041_u,working,False,2.976153612136841,0.43407490849494934, Sak
familiarity,fam_0042_u,working,False,3.7073006629943848,0.2015562206506729, Mexico
familiarity,fam_0043_u,working,False,2.3454043865203857,0.41961273550987244, Mog
familiarity,fam_0044_u,working,False,3.2958133220672607,0.38571110367774963, Miller
familiarity,fam_0045_u,working,False,4.0566534996032715,0.18430489301681519, Yemen
familiarity,fam_0046_u,working,False,1.774852991104126,0.42758843302726746, Moscow
familiarity,fam_0047_u,working,False,4.4303388595581055,0.18602316081523895, not
familiarity,fam_0048_u,working,False,4.739721298217773,0.08050904422998428, not
familiarity,fam_0049_u,held_out,False,2.2614612579345703,0.505588173866272, Ö
familiarity,fam_0050_u,held_out,False,1.841205358505249,0.564734160900116, T
familiarity,fam_0051_u,working,False,2.683842182159424,0.4139658808708191, Denmark
familiarity,fam_0052_u,working,False,3.23923397064209,0.34939244389533997, not
familiarity,fam_0053_u,working,False,3.6927378177642822,0.21123406291007996, not
familiarity,fam_0054_u,working,False,2.353402614593506,0.2891857922077179, San
familiarity,fam_0055_u,held_out,False,2.5602283477783203,0.4399462342262268, not
familiarity,fam_0056_u,held_out,False,4.4257097244262695,0.17917239665985107, not
familiarity,fam_0057_u,held_out,False,4.922737121582031,0.18331481516361237, not
familiarity,fam_0058_u,held_out,False,4.886174201965332,0.18659523129463196, not
familiarity,fam_0059_u,held_out,False,2.8397750854492188,0.5655539035797119, Steve
familiarity,fam_0060_u,working,False,4.131350040435791,0.31417316198349, not
familiarity,fam_0061_u,working,False,4.192861557006836,0.1999553143978119, not
familiarity,fam_0062_u,held_out,False,5.225053787231445,0.23700955510139465, not
familiarity,fam_0063_u,working,False,4.564469337463379,0.2618691325187683, not
familiarity,fam_0064_u,working,False,4.854728698730469,0.2030956894159317, not
familiarity,fam_0065_u,working,False,4.3378143310546875,0.192768394947052, John
familiarity,fam_0066_u,working,False,4.876190185546875,0.2748647928237915, not
familiarity,fam_0067_u,held_out,False,5.423910140991211,0.0885850340127945, not
familiarity,fam_0068_u,working,False,5.059004306793213,0.1189991757273674, not
familiarity,fam_0069_u,working,False,2.876063823699951,0.2558647394180298, not
familiarity,fam_0070_u,held_out,False,3.5894651412963867,0.21480847895145416, not
familiarity,fam_0071_u,held_out,False,3.6791744232177734,0.2064373940229416, not
familiarity,fam_0072_u,working,False,3.659684419631958,0.19582757353782654, Sen
familiarity,fam_0073_u,working,False,3.1764140129089355,0.2971743047237396, Haiti
familiarity,fam_0074_u,working,False,3.31772518157959,0.30221378803253174, not
familiarity,fam_0075_u,held_out,False,4.123964309692383,0.28224608302116394, not
familiarity,fam_0076_u,working,False,3.346559524536133,0.27994582056999207, unclear
familiarity,fam_0077_u,working,False,5.274164199829102,0.11091180890798569, Wang
familiarity,fam_0078_u,working,False,4.129552841186523,0.20981834828853607, not
familiarity,fam_0079_u,working,False,4.768091201782227,0.24203668534755707, not
familiarity,fam_0080_u,working,False,4.1409759521484375,0.2722192704677582, not
familiarity,fam_0081_u,working,False,4.350733757019043,0.1964372843503952, not
familiarity,fam_0082_u,working,False,4.631514549255371,0.2582840919494629, not
familiarity,fam_0083_u,working,False,4.095987796783447,0.27610668540000916, not
