neuron_id,layer,neuron_idx,category,prompt_id,orig_entropy,ablated_entropy,entropy_shift,orig_top1_prob,ablated_top1_prob,direct_effect_score,split
L30_N5509,30,5509,lack_of_knowledge,lok_0000,0.20110554993152618,0.22409945726394653,0.02299390733242035,0.9648526906967163,0.9600021243095398,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0001,0.4332544207572937,0.4328713119029999,-0.00038310885429382324,0.9038903713226318,0.903935968875885,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0002,2.212181568145752,2.221855640411377,0.009674072265625,0.349837988615036,0.3475501239299774,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0003,0.19303040206432343,0.1933734267950058,0.00034302473068237305,0.9698035717010498,0.969761312007904,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0004,0.2565121352672577,0.2602149546146393,0.003702819347381592,0.9500791430473328,0.9493603706359863,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0005,0.04979534447193146,0.04984031617641449,4.4971704483032227e-05,0.9940529465675354,0.9940497875213623,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0006,0.28782111406326294,0.28781965374946594,-1.4603137969970703e-06,0.9439740180969238,0.9439741373062134,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0007,0.25314441323280334,0.253226637840271,8.222460746765137e-05,0.9571183323860168,0.9571118950843811,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0008,0.2857697606086731,0.2937505841255188,0.007980823516845703,0.9495995044708252,0.9477765560150146,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0009,0.05977754294872284,0.05974643677473068,-3.110617399215698e-05,0.9918352365493774,0.9918377995491028,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0010,0.531482994556427,0.5316352248191833,0.00015223026275634766,0.8459410667419434,0.8459253907203674,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0011,0.40922486782073975,0.4078133702278137,-0.0014114975929260254,0.9050975441932678,0.9053134322166443,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0012,0.3550257086753845,0.354739785194397,-0.00028592348098754883,0.9349585771560669,0.935002863407135,0.08935546875,working
L30_N5509,30,5509,lack_of_knowledge,lok_0013,0.3046456575393677,0.3046456575393677,0.0,0.9419756531715393,0.941975474357605,0.08935546875,working
