prompt_id,is_control,alpha,hedge_logodds,entropy,top1,direction
fam_0001_u,False,-3.0,-3.2571001052856445,3.1618423461914062, several,hedging
fam_0001_u,False,-1.5,-2.5465025901794434,3.9103899002075195, various,hedging
fam_0001_u,False,0.0,0.5749859809875488,4.515068531036377, Jean,hedging
fam_0001_u,False,1.5,3.3011789321899414,6.17680025100708, Jean,hedging
fam_0001_u,False,3.0,4.360201358795166,7.442757606506348, Anita,hedging
fam_0006_u,False,-3.0,-2.4799885749816895,4.31022834777832, several,hedging
fam_0006_u,False,-1.5,-0.4577319622039795,5.684230327606201, the,hedging
fam_0006_u,False,0.0,3.285883903503418,5.110207557678223, not,hedging
fam_0006_u,False,1.5,5.324014663696289,5.208661079406738, Cec,hedging
fam_0006_u,False,3.0,5.947030067443848,5.983914375305176, Anita,hedging
fam_0007_u,False,-3.0,-1.8732366561889648,3.087189197540283, several,hedging
fam_0007_u,False,-1.5,0.3178598880767822,4.189217567443848, multiple,hedging
fam_0007_u,False,0.0,4.5670294761657715,3.437103271484375, not,hedging
fam_0007_u,False,1.5,5.695620536804199,5.571190357208252, Emily,hedging
fam_0007_u,False,3.0,5.356112957000732,6.914386749267578, Paulo,hedging
fam_0008_u,False,-3.0,-1.2197017669677734,2.723999261856079, several,hedging
fam_0008_u,False,-1.5,0.07645559310913086,3.1054725646972656, dependent,hedging
fam_0008_u,False,0.0,2.792778253555298,2.9233808517456055, not,hedging
fam_0008_u,False,1.5,5.423954486846924,4.382264614105225, not,hedging
fam_0008_u,False,3.0,6.031535625457764,5.5865583419799805, unavailable,hedging
fam_0011_u,False,-3.0,-1.1930153369903564,3.4319634437561035, several,hedging
fam_0011_u,False,-1.5,1.0441306829452515,5.305417060852051, not,hedging
fam_0011_u,False,0.0,4.476003646850586,4.610578536987305, not,hedging
fam_0011_u,False,1.5,6.47495174407959,5.35757303237915, I,hedging
fam_0011_u,False,3.0,6.742194175720215,6.31102180480957, unavailable,hedging
fam_0017_u,False,-3.0,-0.4148881435394287,4.409478187561035, dependent,hedging
