prompt_id,is_control,alpha,hedge_logodds,entropy,top1,direction
fam_0001_u,False,-3.0,-8.272546768188477,3.1189932823181152, two,familiarity
fam_0001_u,False,-1.5,-8.45526123046875,2.325679302215576,:,familiarity
fam_0001_u,False,0.0,3.285883903503418,5.110207557678223, not,familiarity
fam_0001_u,False,1.5,12.13701057434082,0.9721083045005798, unavailable,familiarity
fam_0001_u,False,3.0,14.390756607055664,0.6562280654907227, unavailable,familiarity
fam_0006_u,False,-3.0,-8.5277738571167,2.323984384536743, two,familiarity
fam_0006_u,False,-1.5,-8.686965942382812,1.6127760410308838,:,familiarity
fam_0006_u,False,0.0,5.332748889923096,2.677777051925659, not,familiarity
fam_0006_u,False,1.5,13.702153205871582,0.9100579619407654, unavailable,familiarity
fam_0006_u,False,3.0,15.47244930267334,0.6471165418624878, unavailable,familiarity
fam_0007_u,False,-3.0,-6.851800918579102,3.035712242126465, two,familiarity
fam_0007_u,False,-1.5,-6.083376884460449,2.8743395805358887, two,familiarity
fam_0007_u,False,0.0,2.682568073272705,4.726724147796631, Jacqueline,familiarity
fam_0007_u,False,1.5,12.932558059692383,1.9283888339996338, unavailable,familiarity
fam_0007_u,False,3.0,15.310808181762695,1.0066039562225342, unavailable,familiarity
fam_0008_u,False,-3.0,-7.587783336639404,3.172232151031494, two,familiarity
fam_0008_u,False,-1.5,-7.393775939941406,2.712261199951172, two,familiarity
fam_0008_u,False,0.0,3.1556921005249023,4.694089412689209, Isaac,familiarity
fam_0008_u,False,1.5,14.279666900634766,1.8164204359054565, unavailable,familiarity
fam_0008_u,False,3.0,15.91208553314209,1.0742385387420654, unavailable,familiarity
fam_0011_u,False,-3.0,-9.441193580627441,1.8353266716003418, ,familiarity
fam_0011_u,False,-1.5,-9.898996353149414,0.9479751586914062,:,familiarity
fam_0011_u,False,0.0,3.630357265472412,4.3212504386901855, not,familiarity
fam_0011_u,False,1.5,12.262068748474121,1.1300534009933472, unavailable,familiarity
fam_0011_u,False,3.0,14.496788024902344,0.8975102305412292, unavailable,familiarity
fam_0017_u,False,-3.0,-8.462067604064941,1.8938440084457397, ,familiarity
fam_0017_u,False,-1.5,-8.096302032470703,0.9540605545043945, ,familiarity
fam_0017_u,False,0.0,4.497706890106201,4.723176002502441, not,familiarity
fam_0017_u,False,1.5,12.37785816192627,1.0601062774658203, unavailable,familiarity
fam_0017_u,False,3.0,14.555704116821289,0.7502182722091675, unavailable,familiarity
fam_0020_u,False,-3.0,-8.54751205444336,2.5090858936309814, multiple,familiarity
fam_0020_u,False,-1.5,-9.121407508850098,2.0437684059143066, multiple,familiarity
fam_0020_u,False,0.0,1.451432228088379,4.899059295654297, not,familiarity
fam_0020_u,False,1.5,12.410274505615234,1.4890223741531372, unavailable,familiarity
fam_0020_u,False,3.0,14.971501350402832,0.8627304434776306, unavailable,familiarity
fam_0022_u,False,-3.0,-8.527815818786621,2.337879180908203, two,familiarity
fam_0022_u,False,-1.5,-8.782280921936035,2.2120299339294434,:,familiarity
fam_0022_u,False,0.0,3.376223564147949,2.986560344696045, not,familiarity
fam_0022_u,False,1.5,13.803211212158203,1.6180450916290283, unclear,familiarity
